_id,Record ID,City,State,Zip Code,Community,Date Collected,Mosquito Species,Count
32,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-08-05T00:00:00,Culex erythrothorax - Tule Mosquito,22
33,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-08-05T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,4
34,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-08-19T00:00:00,Culex erythrothorax - Tule Mosquito,22
35,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-08-19T00:00:00,Culex quinquefasciatus - Southern House Mosquito,2
36,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-08-19T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
37,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-09-02T00:00:00,Culex erythrothorax - Tule Mosquito,6
38,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-09-15T00:00:00,Culex erythrothorax - Tule Mosquito,12
39,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-09-15T00:00:00,Culiseta particeps - No common name,1
40,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-09-29T00:00:00,Culex erythrothorax - Tule Mosquito,38
41,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-10-16T00:00:00,Culex erythrothorax - Tule Mosquito,30
42,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-10-28T00:00:00,Culex erythrothorax - Tule Mosquito,60
43,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2015-11-10T00:00:00,Culex erythrothorax - Tule Mosquito,52
44,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-03-30T00:00:00,Culiseta particeps - No common name,3
45,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-03-30T00:00:00,Culex erythrothorax - Tule Mosquito,9
46,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-04-12T00:00:00,Culex erythrothorax - Tule Mosquito,15
47,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-04-12T00:00:00,Culiseta particeps - No common name,4
48,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-04-28T00:00:00,Culex erythrothorax - Tule Mosquito,15
49,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-12T00:00:00,Culex erythrothorax - Tule Mosquito,54
50,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-12T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
51,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-12T00:00:00,Aedes washinoi - No common name,1
52,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-12T00:00:00,Aedes squamiger - California Salt Marsh Mosquito,1
53,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-25T00:00:00,Culex erythrothorax - Tule Mosquito,49
54,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-05-25T00:00:00,Culiseta particeps - No common name,2
55,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-06-08T00:00:00,Culex erythrothorax - Tule Mosquito,140
56,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-06-23T00:00:00,Culex erythrothorax - Tule Mosquito,35
57,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-06-23T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,7
58,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-07-06T00:00:00,Culex erythrothorax - Tule Mosquito,29
59,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-07-06T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,2
60,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-07-19T00:00:00,Aedes sierrensis - Western Tree Hole Mosquito,2
61,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-08-03T00:00:00,Culex erythrothorax - Tule Mosquito,14
62,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-08-17T00:00:00,Culex erythrothorax - Tule Mosquito,7
63,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-08-30T00:00:00,No Captures,0
64,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-09-13T00:00:00,No Captures,0
65,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-09-27T00:00:00,No Captures,0
66,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-10-12T00:00:00,Culiseta inornata - Winter Mosquito,3
67,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-10-26T00:00:00,Culiseta particeps - No common name,7
68,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-11-08T00:00:00,Culiseta particeps - No common name,4
69,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-11-22T00:00:00,Culex erythrothorax - Tule Mosquito,10
70,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-11-22T00:00:00,Culiseta particeps - No common name,1
71,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-12-06T00:00:00,Culiseta incidens - Cool Weather Mosquito,10
72,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2016-12-20T00:00:00,No Captures,0
73,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-01-04T00:00:00,Culex erythrothorax - Tule Mosquito,3
74,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-01-18T00:00:00,No Captures,0
75,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-02-01T00:00:00,Culiseta inornata - Winter Mosquito,1
76,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-02-16T00:00:00,Culiseta inornata - Winter Mosquito,1
77,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-03-02T00:00:00,Culex quinquefasciatus - Southern House Mosquito,1
78,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-03-15T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,4
79,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-03-28T00:00:00,Culiseta particeps - No common name,6
80,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-04-14T00:00:00,Culiseta particeps - No common name,20
81,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-04-25T00:00:00,Culiseta particeps - No common name,16
82,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-04-25T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,6
83,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-04-25T00:00:00,Culiseta incidens - Cool Weather Mosquito,5
84,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-05-09T00:00:00,Culiseta particeps - No common name,40
85,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-05-09T00:00:00,Culex erythrothorax - Tule Mosquito,18
86,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-05-23T00:00:00,Culiseta particeps - No common name,5
87,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-05-23T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,9
88,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-06-07T00:00:00,Culex erythrothorax - Tule Mosquito,16
89,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-06-20T00:00:00,Culex erythrothorax - Tule Mosquito,30
90,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-06-20T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,3
91,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-06-20T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,2
92,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-06-20T00:00:00,Culiseta particeps - No common name,2
93,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-06T00:00:00,Culex erythrothorax - Tule Mosquito,31
94,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-06T00:00:00,Culiseta particeps - No common name,3
95,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-06T00:00:00,Aedes sierrensis - Western Tree Hole Mosquito,1
96,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-19T00:00:00,Culex erythrothorax - Tule Mosquito,90
97,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-19T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,2
98,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-07-19T00:00:00,Culiseta particeps - No common name,1
99,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-02T00:00:00,Culex erythrothorax - Tule Mosquito,33
100,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-02T00:00:00,Aedes taeniorhynchus - Black Salt Marsh Mosquito,1
101,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-15T00:00:00,Culex erythrothorax - Tule Mosquito,6
102,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-15T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
103,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-15T00:00:00,Culiseta incidens - Cool Weather Mosquito,3
104,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-30T00:00:00,Culex erythrothorax - Tule Mosquito,11
105,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-30T00:00:00,Culex quinquefasciatus - Southern House Mosquito,2
106,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-08-30T00:00:00,Culiseta particeps - No common name,3
107,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-09-12T00:00:00,Culex erythrothorax - Tule Mosquito,28
108,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-09-12T00:00:00,Culiseta particeps - No common name,8
109,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-09-27T00:00:00,Culex erythrothorax - Tule Mosquito,2
110,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-09-27T00:00:00,Culiseta particeps - No common name,8
111,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-09-27T00:00:00,Culex quinquefasciatus - Southern House Mosquito,1
112,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-10-10T00:00:00,Culiseta particeps - No common name,3
113,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-10-10T00:00:00,Culex quinquefasciatus - Southern House Mosquito,2
114,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-10-24T00:00:00,Culex erythrothorax - Tule Mosquito,1
115,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-10-24T00:00:00,Culiseta inornata - Winter Mosquito,1
116,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-08T00:00:00,Culex erythrothorax - Tule Mosquito,2
117,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-08T00:00:00,Culex quinquefasciatus - Southern House Mosquito,2
118,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-08T00:00:00,Culiseta inornata - Winter Mosquito,1
119,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-08T00:00:00,Culiseta particeps - No common name,1
120,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-21T00:00:00,Culiseta particeps - No common name,1
121,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2017-11-21T00:00:00,Culex erythrothorax - Tule Mosquito,1
122,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-03-14T00:00:00,No Captures,0
123,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-03-27T00:00:00,Culiseta particeps - No common name,8
124,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-03-27T00:00:00,Culex erythrothorax - Tule Mosquito,1
125,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-04-10T00:00:00,Culiseta particeps - No common name,13
126,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-04-26T00:00:00,Culiseta particeps - No common name,5
127,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-04-26T00:00:00,Aedes washinoi - No common name,3
128,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-05-09T00:00:00,Culiseta particeps - No common name,8
129,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-05-09T00:00:00,Culex erythrothorax - Tule Mosquito,2
130,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-05-25T00:00:00,Culiseta particeps - No common name,6
131,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-05-25T00:00:00,Culex erythrothorax - Tule Mosquito,8
132,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-06-05T00:00:00,Culex erythrothorax - Tule Mosquito,2
133,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-06-20T00:00:00,Culex erythrothorax - Tule Mosquito,7
134,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-06-20T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,1
135,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-06T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
136,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-20T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
137,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-20T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,1
138,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-31T00:00:00,Culex erythrothorax - Tule Mosquito,3
139,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-31T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,3
140,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-31T00:00:00,Aedes taeniorhynchus - Black Salt Marsh Mosquito,12
141,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-07-31T00:00:00,Culiseta particeps - No common name,1
142,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-08-15T00:00:00,No Captures,0
143,DEH2014-CVLAB-000002,Carlsbad,CA,92008,Carlsbad,2018-08-28T00:00:00,"",
144,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-07T00:00:00,Culex erythrothorax - Tule Mosquito,24
145,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-07T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,3
146,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-07T00:00:00,Culiseta particeps - No common name,9
147,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-21T00:00:00,Culex erythrothorax - Tule Mosquito,75
148,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-21T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,1
149,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-21T00:00:00,Culiseta inornata - Winter Mosquito,2
150,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-21T00:00:00,Culiseta incidens - Cool Weather Mosquito,1
151,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-01-21T00:00:00,Culiseta particeps - No common name,1
152,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-02-03T00:00:00,Culex erythrothorax - Tule Mosquito,18
153,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-02-03T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,1
154,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-02-03T00:00:00,Culiseta particeps - No common name,3
155,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-02-18T00:00:00,Culex erythrothorax - Tule Mosquito,65
156,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-02-18T00:00:00,Culiseta particeps - No common name,1
157,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-03-03T00:00:00,Culex erythrothorax - Tule Mosquito,8
158,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-03-20T00:00:00,Culex erythrothorax - Tule Mosquito,37
159,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-03-20T00:00:00,Culiseta particeps - No common name,1
160,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-02T00:00:00,Culex erythrothorax - Tule Mosquito,65
161,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-02T00:00:00,Culiseta particeps - No common name,18
162,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-15T00:00:00,Culex erythrothorax - Tule Mosquito,230
163,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-15T00:00:00,Aedes washinoi - No common name,3
164,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-15T00:00:00,Culiseta particeps - No common name,31
165,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-29T00:00:00,Culiseta particeps - No common name,34
166,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-04-29T00:00:00,Culex erythrothorax - Tule Mosquito,47
167,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-05-13T00:00:00,Culiseta particeps - No common name,54
168,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-05-13T00:00:00,Culex erythrothorax - Tule Mosquito,110
169,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-05-27T00:00:00,Culex erythrothorax - Tule Mosquito,31
170,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-09T00:00:00,Culex erythrothorax - Tule Mosquito,53
171,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-09T00:00:00,Culiseta particeps - No common name,5
172,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-24T00:00:00,Culex erythrothorax - Tule Mosquito,175
173,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-24T00:00:00,Culiseta incidens - Cool Weather Mosquito,2
174,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-24T00:00:00,Culiseta particeps - No common name,2
175,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-06-24T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,1
176,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-07-09T00:00:00,Culiseta particeps - No common name,3
177,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-07-24T00:00:00,Culex erythrothorax - Tule Mosquito,29
178,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-05T00:00:00,Culiseta particeps - No common name,3
179,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-05T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,7
180,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-05T00:00:00,Culex erythrothorax - Tule Mosquito,15
181,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-19T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,1
182,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-19T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,12
183,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-08-19T00:00:00,Culex erythrothorax - Tule Mosquito,40
184,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-09-02T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,12
185,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-09-02T00:00:00,Culex erythrothorax - Tule Mosquito,3
186,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-09-02T00:00:00,Culex tarsalis - Western Encephalitis Mosquito,3
187,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-09-17T00:00:00,Anopheles hermsi - Southern California Malaria Mosquito,3
188,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-09-17T00:00:00,Culex erythrothorax - Tule Mosquito,17
189,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-10-01T00:00:00,Culiseta particeps - No common name,3
190,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-10-01T00:00:00,Culex erythrothorax - Tule Mosquito,46
191,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-10-13T00:00:00,No Captures,0
192,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-10-28T00:00:00,Culex erythrothorax - Tule Mosquito,80
193,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-11-13T00:00:00,Culex erythrothorax - Tule Mosquito,5
194,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-11-24T00:00:00,Culiseta particeps - No common name,6
195,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-11-24T00:00:00,Culiseta incidens - Cool Weather Mosquito,2
196,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-12-09T00:00:00,Culex erythrothorax - Tule Mosquito,11
197,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-12-09T00:00:00,Culiseta particeps - No common name,1
198,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2015-12-22T00:00:00,Culex erythrothorax - Tule Mosquito,26
199,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2016-01-07T00:00:00,Culex erythrothorax - Tule Mosquito,11
200,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2016-01-20T00:00:00,Culex erythrothorax - Tule Mosquito,12
201,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2016-02-03T00:00:00,No Captures,0
202,DEH2014-CVLAB-000012,San Diego,CA,92128,San Diego,2016-02-17T00:00:00,Culex erythrothorax - Tule Mosquito,28
